gene	TESTSRR1925826	TESTSRR1925827	TESTSRR1925828	TESTSRR1925829	TESTSRR1925830	TESTSRR1925831	TESTSRR1925832	TESTSRR1925833	TESTSRR1925834	TESTSRR1925835	TESTSRR1925836	TESTSRR1925837	TESTSRR1925838	TESTSRR1925839	TESTSRR1925840	TESTSRR1925841	TESTSRR1925842	TESTSRR1925843	TESTSRR1925844	TESTSRR1925845
UTP18	24.3325	30.0347	32.8802	29.6193	28.1856	34.5965	34.2025	26.6852	13.526	14.4173	14.4507	11.0237	18.7496	19.3424	16.8951	15.487	17.3519	17.5979	17.9302	20.449
UTP20	9.13319	12.9734	14.5754	14.2411	10.5868	16.5439	18.1443	11.5219	5.63221	6.8126	5.07766	3.73339	8.2602	8.45649	11.5385	9.60163	19.7198	14.6838	26.943	26.7247
UTP23	12.3056	14.4252	16.3132	13.4734	13.93	16.123	17.5385	13.3409	10.4977	12.7607	8.7821	7.53745	14.7306	14.284	15.5746	14.1117	10.1655	10.106	14.6313	14.0229
UTP3	66.1259	55.3561	61.3964	56.8658	63.6662	73.7715	72.9334	59.6603	41.1892	41.3912	35.3293	36.4657	47.4832	48.2909	45.9625	40.0964	33.576	35.4752	40.9907	42.4104
UTP6	32.0865	34.3868	37.7125	36.1731	28.1088	40.5649	41.5792	30.5534	17.9669	19.7536	17.6553	14.9385	24.559	22.9337	25.0641	22.9314	23.8786	22.6939	25.5596	26.8442
UTRN	17.2954	30.4613	33.1895	26.3798	26.6478	27.1647	33.5187	23.5225	19.5684	24.9576	14.3292	11.3226	22.647	23.858	22.8373	15.4702	15.8687	9.0868	17.4378	17.9365
UTS2	0	0.25805	0.298693	0.121724	1.42324	0.855781	0.557315	0.81954	0.539109	0.380371	0.198907	0.426614	0	0	0.386358	0.323822	0.145625	0.133635	0.133455	0.738212
UTS2B	0	0	0	0	0	0.0929595	0	0	0.267282	3.34304	0	0	0.216748	0.1025	0.764147	0.106535	0.0972529	0	0.0893959	0.0972325
UTS2R	0.0508835	0.185768	0.144892	0.0587383	0.0343647	0	0	0.0495709	0	0	0	0	0	0.113084	0	0.0390705	0	0	0	0
UVRAG	10.5131	14.468	14.4373	12.5958	13.8475	12.3692	11.9812	10.425	11.589	11.9718	11.0758	10.1441	12.6053	13.2228	12.906	10.4863	10.6608	10.2655	16.9093	12.9082
UVSSA	3.916436	8.744791	8.86075	7.36402	10.004119	7.853169	9.35263	10.55032	6.36823	8.1196	5.80977	4.13223	7.71703	8.67673	6.37185	5.53904	3.99543	3.36048	7.04601	9.30807
UXS1	49.5049	58.4629	60.3656	59.0281	51.1102	58.4867	56.8502	52.6152	36.2396	37.9712	32.7542	25.8924	42.7497	41.887	45.9796	35.2176	31.7605	31.7755	36.0607	37.2713
UXT	42.65	40.2689	42.3317	38.8913	37.9133	37.8464	38.2532	40.1211	27.9923	26.0081	21.917	24.1576	33.3654	33.7829	33.236	30.97	38.5308	36.6205	34.9465	36.9446
VAC14	17.4122343	23.48902	24.420586	21.78228	19.88641	24.40405	24.6603	21.07776	13.87895	16.9598	13.92587	11.640196	16.24533	17.759803	17.499589	14.3254	11.629558	11.48714	14.992845	14.288522
VAMP1	6.16353	13.32199	12.165857	9.1295464	10.82888	10.498	11.07982	13.07599	5.738470578631	8.96213	5.424823	4.902609	10.66629171	11.8867	9.282722	7.861612	9.3287	9.91387	14.6991	15.83595
VAMP2	42.6187	78.5365	66.2779	53.9487	78.4159	58.3651	63.3562	75.6806	58.5241	76.4129	53.9989	47.4402	67.7687	71.9711	60.2968	57.1276	53.2751	41.608	62.1642	77.9252
VAMP3	111.033	126.053	111.82	130.261	134.338	123.104	117.831	122.301	184.815	172.586	145.179	145.414	149.098	149.094	124.56	136.88	92.1945	121.719	111.008	125.066
VAMP4	12.6827545	14.197995	12.226964594	10.642591	12.42035	9.681275	11.93848	14.0087	14.033984	13.517926	12.33612	11.432381	20.416496	21.997947	17.475331	17.864271743	15.3376940002127	17.751008	18.501883	19.18988
VAMP5	3.2668	3.87511	3.90535	3.58585	4.23992	3.092346	3.9442	4.943774	2.84973	3.30666	4.162561	4.32814	4.691326	4.89855	4.09524	3.27672	3.280929	3.290832	6.97104	4.34485
VAMP7	46.86097	46.80289	49.64197	52.338069	36.25887	40.1476	42.85407	32.76771	33.116073	35.3798	30.1718	25.93876	42.29721	41.37595	48.7947	39.008	39.594073	36.96154	35.3367	35.1345
VAMP8	277.008	251.739	249.079	267.429	294.676	261.963	259.766	327.643	454.531	387.558	380.657	375.587	335.203	355.279	309.571	348.71	250.543	324.245	281.335	283.642
VANGL1	10.4965	14.9366	16.9344	12.2632	15.0918	14.5347	15.3992	15.0846	9.23657	11.8285	10.8743	9.0102	9.88579	9.99582	11.0604	8.18133	5.04496	3.34884	6.83095	7.14924
VANGL2	7.833752	14.87887	14.56841	9.156154	10.985432	7.591795	9.465955	8.18015	4.17336	6.910514	4.68126	2.821822	8.11916	8.845082	6.697150255139	4.463432	0.928932	0.568056000280103	1.7276500404733	2.32817
VAPA	184.728	201.423	182.465	198.758	184.106	198.477	187.069	183.186	218.355	225.118	167.951	166.901	196.979	196.798	213.111	221.834	151.836	170.705	165.597	172.364
VAPB	24.1094	30.1143	29.0889	28.1884	28.3506	32.7083	32.8404	32.1785	30.1287	32.5494	23.0682	21.5734	29.8424	30.7872	29.7801	26.7643	26.4297	26.8774	25.5275	28.5298
VARS	50.1042	60.3306	73.2147	57.1455	61.6263	72.8784	74.2051	69.7767	15.9108	22.9977	35.084	28.4137	28.3346	26.3375	38.4814	21.8872	30.0311	17.6657	36.7374	27.0364
VARS2	8.60552	10.8112	11.4752	11.0329	10.6603	11.6644	12.618	12.5371	4.66932	6.87117	6.02863	5.12047	6.7801	6.82327	7.74562	5.78926	7.21697	5.93883	9.01044	10.7579
VASH1	1.88728	2.25405	3.58893	2.59093	1.7173	1.35747	1.94211	0.76183	1.16578	1.72156	1.12692	0.944556	3.42125	4.12645	3.835	2.18105	1.24237	0.943387	1.62724	1.46628
VASH2	4.059557	5.394175	7.023422	5.266048	4.46406	3.566646	2.482119	2.83488	0.894439	1.09208	1.335011	0.602312	2.33537	2.544306	1.4477	0.695218	0.2241286	0.215488	0.573832	0.507809
VASN	6.03835	9.09978	11.7177	7.96473	12.62	9.16329	10.0155	8.76642	6.29631	8.70805	6.23431	6.11381	8.30586	9.72652	11.4853	6.01112	4.25199	2.98496	5.47349	8.13322
VASP	312.19729	328.0880732	325.0106	388.801755	306.2606798	309.68962136701	313.22741	341.079997755	421.67187	410.166370035361	300.338163	305.88927664982	396.49732	435.44757	410.52785	386.61741	232.424392	338.06692	296.774120000987	337.032400127887
VAT1	41.6524	40.1123	47.6472	36.9644	51.1552	50.8905	52.0487	56.3352	39.9187	48.3873	55.5195	49.0214	42.8107	44.4056	52.4484	39.2944	38.6616	28.3151	43.1624	47.7436
VAT1L	0.034762	0	0.0660754	0.013398	0	0	0	0	0.0151544	0	0	0	0.0546267	0.0347404	0.107134	0.0180526	2.50089	1.29951	2.44529	2.93016
VAV1	11.475210274605	11.274881	11.7277	7.45400900929232	9.14199700774259	5.7759846703	5.4011048325	7.94006000267562	7.402358	8.748187	16.852527	14.198320746	12.709211193599	14.7882	13.5653000027347	10.67284	4.6260230084675	4.99932	12.7434	7.302373120534
VAV2	5.177134	5.963667	6.18135	3.9676817	6.445856	6.5843	3.09379	5.375372	5.79544	6.628971	5.04423	3.95437	6.362115	7.651756	6.26722	5.72424	3.27731	2.6189	5.905868	2.178873
VAV3	3.898016	3.032709	4.054007	3.931058	6.006947	3.355703	3.035595	4.2702552	2.271348	2.665662	3.707271	3.725979	2.692863	2.244019	3.504509	2.33798	13.615835	4.195008	11.423586	6.390973
VAX1	0.0633526	0.0190716	0.111222	0.071605	0.148966	0.0466743	0.0884383	0.103566	0.149782	0.128439	0.0303878	0.0932508	0.0743508	0.0724132	0.202156	0.0493458	0.089568	0.0408359	0.0400072	0.0440755
VAX2	0.753096	1.55408	1.97273	1.15518	1.21235	1.97071	1.94343	1.49945	1.65451	2.76958	0.757961	0.781843	3.12229	2.06391	1.72102	1.93498	1.08345	0.543519	1.10808	2.13107
VBP1	79.7215	81.1969	92.0714	77.7522	77.7856	84.6903	85.5383	64.6317	53.6943	53.0139	45.3552	37.4598	64.3297	63.0209	62.8659	59.4697	64.0177	57.9211	63.1973	54.9599
VCAM1	14.4983	13.3854	7.82237	7.25532	11.1558	3.68865	4.55849	3.86285	5.86903	9.21577	5.96969	8.43748	15.4237	13.1283	21.7212	13.0429	6.64924	5.51385	18.7895	10.4658
VCAN	2.769077958	4.774715225	4.035335	4.69557	3.395639	1.50083	2.2008165	1.089123	1.104401303	1.5202088	0.683121	0.593508	4.88479	4.613705	7.2704623	6.5273503	3.9296703	2.664353	5.5911444	9.7690715
VCL	59.2115	75.6983	79.851	70.9625	76.026	74.968	77.6233	76.3692	61.3418	74.7015	62.0155	61.4687	88.6954	91.8667	79.9661	71.3885	81.5633	57.4458	68.4685	83.6279
VCP	325.038	342.078	331.643	301.104	341.874	338.968	326.868	285.233	224.81	253.107	229.945	206.844	270.538	257.15	273.613	222.565	215.389	188.251	213.868	197.63
VCPIP1	14.3948	13.9669	15.8376	14.8763	14.3893	16.641	18.7036	12.8579	14.1597	16.5219	14.5684	13.0984	15.1812	15.0127	18.3003	15.4938	10.6988	9.92566	13.8223	13.0081
VCPKMT	17.6655	15.406	15.0889	15.8825	17.2817	21.5304	20.3218	18.1623	7.43372	9.53629	11.7848	10.7282	9.47988	11.0605	11.8791	11.1803	10.944	8.24325	9.4008	9.618
VDAC1	294.886	305.305	301.762	322.962	312.222	337.289	327.341	367.08	287.414	284.199	241.133	225.684	285.434	297.318	306.45	305.837	300.504	373.854	360.159	393.693
VDAC2	487.704	493.411	428.833	504.894	543.077	491.002	477.902	624.766	651.236	577.128	629.424	620.391	623.682	616.541	552.915	599.993	442.85	605.381	493.667	565.243
VDAC3	217.78225	211.8464	221.08657	226.205712	196.98193	203.075641	208.1831	208.90703	210.388792	189.381	138.793547	119.08999	209.38517	226.577064	202.817	225.628641	290.64885	364.77615	372.69167	357.69447
VDR	26.2582	39.315	34.5757	42.3513	31.5877	43.4824	48.2551	41.0117	81.5148	55.7401	14.1246	14.2922	51.9426	65.4101	44.8604	62.3131	92.4574	196.697	161.711	214.413
VEGFA	27.9899716	62.50313	60.92426	57.37054	64.09794	42.1034600607476	57.6624582718	54.6869336	68.18953383	97.24054	103.635771	107.99215	67.00804	58.4443566737	73.49257	43.36289531897	42.91813	41.06387360278	36.05532	43.81081
VEGFB	9.16769	14.79062	15.76865	13.28143	12.22128	14.97417	14.89243	13.5864	5.74231	7.41086	5.90294	5.34939	11.05599	12.88951	11.20468	9.50766	22.54208	12.54057	19.75099	21.25419
VEGFC	2.74432	5.23055	4.42261	3.69558	11.5853	5.00906	4.82902	6.34928	4.24973	5.28501	4.91055	3.13335	5.38986	6.06334	5.08735	3.9423	4.93673	4.26688	11.6972	8.84007
VEPH1	0.568594	0.886013	1.11017	1.06147	1.06879	1.1684	1.35404	1.15427	1.12354	1.38937	1.36307	1.21144	1.10336	1.07504	1.64302	0.825256	0.659659	0.492647	0.982285	1.34628
VEZF1	26.6023	39.2525	43.2043	36.5731	38.413	37.7188	40.4238	31.7318	24.579	28.0794	18.7949	15.4341	29.3844	33.2469	29.8076	24.4607	25.3675	19.6796	33.0815	36.1154
VEZT	7.725832	8.536693	9.307446	8.044208	9.776306	9.221438	9.26650000361055	8.653104	7.956196	11.06998	9.015411	8.856685049	9.89233	10.286525	8.87684	6.93214455511	3.531699	3.581287	4.66715	5.16978400036068
VGF	0.0154059	0	0.0940705	0.0525304	0.16473	0.0206749	0.0270707	0.0297028	0.0774601	0.018299	0.115	0.0413944	0.0235747	0.0227004	0.0828927	0.0234834	0.985565	0.194871	1.07569	0.745787
VGLL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02950782125	0	0	0	0.0505615285	0.0253043079	0.0555989133
VGLL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VGLL3	1.32846	2.22362	2.64251	1.89207	4.51702	4.73458	4.96435	5.44447	11.0395	7.41961	2.55644	3.38901	2.35249	4.07428	2.84081	1.57665	2.79831	1.21901	2.56213	2.79522
VGLL4	64.3541	97.2262	102.7138	78.9363	80.1859	96.5255	109.3259	64.6696	35.3061	44.7112	29.1055	23.95602	48.0446	58.807	48.5726	35.79624	30.89006	20.15954	37.4224	39.2873
VHL	22.6582	25.1291	21.5851	19.7757	22.471	19.83	20.504	21.2701	18.2315	19.6948	14.1457	13.972	21.1614	21.172	21.5862	19.1016	13.8841	16.945	22.2725	20.2721
VIL1	373.717	360.805	286.908	372.029	333.484	381.519	360.763	421.728	552.882	502.224	434.775	489.106	435.304	387.933	464.903	440.293	373.728	471.774	376.069	445.565
VILL	45.42555	58.63326	84.15352	67.3206	99.52098	118.39906	110.77402	144.86458	125.80936	166.55178	109.10726	97.62564	66.84791	80.62755	95.25368	78.54442	2.94682	2.79948	6.760721	5.4905659599
VIM	201.346	327.887	362.225	278.478	259.94	179.565	254.378	222.128	103.246	138.893	136.778	135.299	297.608	350.027	266.21	185.816	123.683	81.7955	156.83	197.869
VIP	0	0	2.82049	0	0.627924	0	0	0	4.16417	0	0	0	0	1.96043	0.12132747	0	45.69433	26.76679	46.2033	56.1757
VIPAS39	41.060204	44.19216	47.509567	40.5949646509	39.28505	39.71918	43.38877642	38.25464	33.592019256139	32.1786148286	28.825069	26.331669	40.167217	40.389558	36.659957	33.64996	28.689594	36.4237	35.7576	36.369094
VIPR1	69.3369	63.9002	63.4182	80.5762	62.884	73.315	85.4673	85.2513	69.4642	55.8157	37.7719	36.1062	89.3849	99.1731	102.907	101.365	85.8531	117.807	118.065	146.351
VIPR2	0.687462	0.731623	0.895573	0.872428	0.747359	0.301313	0.480078	0.203339	0.333557	0.394286	0.376395	0.466937	0.793471	0.915695	1.60675	0.945508	3.28175	1.55985	3.01196	3.74867
VIT	0.180456	0.421106	0.209903	0.283239	0.334697	0.178653	0.232899	0.160047	0.319907	0.176025	0.313802	0.22595	0.103062	0.319611	0.332937	0.203742	0.612258	0.898893	1.43098	2.94768
VKORC1	36.4452	27.0978	35.6715	33.2158	22.6446	31.8574	32.3211	20.0547	21.0071	17.8556	13.9951	10.3759	29.3904	30.2477	39.9735	36.4843	68.1963	69.0162	62.2838	62.7517
VKORC1L1	23.263953	28.46808	29.686186	30.041688	26.439602	32.7944	33.512240555	27.820183	25.459713	27.783365	22.72593	20.274075	27.87621	28.51213	32.1751	26.2033000502224	23.6747	23.35000141328	29.127382	30.2504300279846
VLDLR	4.005731	11.062548	9.600021	7.865242	13.326815	16.25176	17.324739	18.28474	11.291581	13.571668	8.46441	7.500419	8.24137	8.858278	7.950198	6.959238	8.839177	5.467707	6.650822	4.492112
VMA21	16.818934	21.24318	20.565253	20.0603007	20.9932511	19.620507	18.869255	19.9298	14.500273	15.796035	15.210332	13.338995	20.501827	19.101278	18.257992	17.302277	16.809616	16.1773007	19.912109	19.012072
VMAC	12.95988	20.83683	22.3834	18.92602	16.3634	18.33085	18.54715	20.52125	14.21818	16.64112	9.09353	6.29434	17.3819	22.2205	18.05633	15.82805	19.79595	16.2893	23.32731	20.46355
VN1R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VMO1	0.154248	0.281864	0.109184	0.0890378	0	0	0.13646	0.149927	0.0987697	0	0	0.209733	0.117966	0	0	0	0	0	0.0979955	0.108742
VMP1	179.091	232.021	233.152	202.697	301.398	292.278	277.577	334.15	242.181	304.977	289.728	266.966	251.084	263.103	228.248	192.151	114.999	87.8659	78.7337	98.219
VNN1	5.97523	2.13429	1.65564	2.09074	1.85089	1.01378	0.811983	1.0755	2.21587	4.38382	3.62347	4.51078	2.76047	1.94525	2.43178	1.51384	1.12323	1.35478	0.589897	0.592229
VOPP1	62.5848	79.6094	68.0045	66.3636	94.2437	67.847	69.2442	79.9853	83.3679	85.1889	92.7271	83.9505	64.2421	57.9329	57.5808	72.3114	27.1645	20.0307	21.2359	23.3575
VPRBP	17.78253	21.37161	25.09053	22.52578	20.34513	26.19916	26.66188	19.45826	14.8957	17.30055	11.728094	9.567222	16.849607	18.20974	19.6085	15.000221	14.04001	12.69963	18.82033	18.95885
VPREB1	0.845326	0.23739	1.10913	0.525918	0.263695	0.704639	0.689017	0.253899	0.16697	0.314702	0.372629	0.267018	0.703162	0.48303	0.713924	0.500137	0.451298	0.826844	0.577317	0.274477
VPREB3	3.47054	5.66839	1.32406	2.454	0.622297	0	0.163799	0	0.356839	0.560569	0.705937	0.377492	4.86327	6.48355	8.86855	2.55704	1.66684	1.8786	16.9551	0.648511
VPS11	21.795	31.683	30.2998	27.3687	37.5466	34.596	34.7549	40.5283	32.8962	33.7091	34.7831	29.1125	26.6538	31.6644	26.1248	22.8367	16.8845	19.9259	23.543	26.2489
VPS13A	7.01001	8.46831	11.6814	10.9638	9.79969	12.1334	13.9421	10.7486	9.2356	10.0983	6.63282	5.45156	8.75535	8.80353	9.03493	8.117	7.56333	9.7563	14.2013	14.1307
VPS13B	7.32447	10.3788	13.2209	12.9426	12.4956	12.6566	15.0275	11.2591	11.2308	11.6231	8.41731	6.58672	10.0079	11.5656	12.7897	9.43208	9.79586	8.34955	14.583	11.8934
VPS13C	5.86265	9.06484	10.7159	11.2126	7.84392	11.6703	13.3525	7.39671	7.65714	9.63243	3.9959	3.14025	8.87564	10.5402	11.063	8.72953	10.8457	9.31529	21.5322	18.5976
VPS13D	12.433314317	15.1043308	15.83946883	17.13504451	15.73370551	19.009838975	21.73205305	19.30017548	22.571654	24.8603531	18.6993076	16.4659802	18.811536	20.54109684	23.66162996	20.83017355	16.7313381	16.01270217	27.0412676	23.894436
VPS16	28.7268	38.1199	37.954	33.3406	34.5837	36.5254	36.6792	37.6689	23.3738	27.5723	22.8285	19.2869	30.6385	33.1159	28.0988	25.9804	20.6363	20.2036	28.5242	29.5249
VPS18	13.1305	13.1907	13.2395	12.0187	14.9607	11.6849	12.2007	12.7001	12.575	13.8275	13.3053	13.3205	14.0879	15.0781	13.4507	12.0622	6.8921	8.99352	10.3846	10.598
VPS25	124.87645	155.71142	148.73806	142.00595	139.30972	135.30423	130.54388	153.77244	118.90639	123.76674	90.44242	76.721336	128.19236	133.90074	117.14982	107.209134	124.98246	110.15611	117.006	131.26536
VPS26A	48.658772	52.819548	50.445725	50.1225	52.6051	47.1029	48.7212	50.0551	53.684443	51.532443	49.9932	46.550934	55.4667	57.617	51.786335	50.501851	39.6032	57.314484	53.2292	62.954857
VPS26B	16.5949	20.2992	21.2431	18.8282	18.8045	20.9366	22.4504	18.0867	14.0206	14.6845	11.7454	9.53214	16.9843	18.9649	18.7916	15.1014	14.5799	13.344	16.3693	19.0071
VPS28	194.3267	190.8669	183.508	187.9139	168.955	174.8091	171.331	213.2488	252.9398	231.146	193.83524	207.2513	228.19941	222.5249	210.3453	212.2812	198.06109	232.1936	208.5202	219.4865
VPS29	91.6051	103.9326	103.6436	100.1429	98.2248	100.9787	103.002	98.0776	89.827	88.9684	86.7668	84.9687	101.6046	97.6633	90.1813	92.0658	76.4898	67.05373	85.6657	90.0281
VPS33A	17.7935	23.8112	24.1108	23.3726	21.5943	24.2206	25.7597	21.8677	18.4305	17.7402	15.7332	13.8821	20.2174	22.4098	19.2469	15.9918	13.3675	14.0881	17.0068	16.8911
VPS33B	11.6815	16.6845	18.5472	16.1055	17.7528	16.2142	19.5381	16.793	12.3485	14.252	12.263	9.23755	15.1787	14.4518	15.2142	12.3387	12.3464	13.6695	18.3365	18.5656
VPS35	99.9506	113.885	123.637	122.172	118.23	113.278	120.603	96.0895	111.863	106.484	108.829	98.8108	120.26	112.092	119.031	107.198	94.6171	99.0102	118.854	119.211
VPS36	51.8152	49.2067	58.227	56.1141	61.132	59.9072	60.7381	50.7487	47.3885	43.5914	34.4034	29.9114	46.5527	44.9538	43.3125	41.8874	43.4337	47.2218	51.5654	55.7399
VPS37A	16.5688	22.7677	23.2435	21.8685	23.6652	21.6866	23.9232	20.6527	19.4421	20.5195	19.9964	17.7503	20.8609	20.2013	21.4062	18.0973	13.3671	14.8406	16.8091	19.5818
VPS37B	35.1222	41.0091	39.4625	45.7981	48.8436	44.2364	48.4231	62.5121	69.3855	69.7533	73.5368	86.2511	45.2426	47.7289	61.0711	63.4213	27.1252	46.9804	32.4757	44.4815
VPS37C	38.3023	39.9198	39.2719	41.5499	27.8815	29.7723	32.3697	36.4402	59.7957	67.46	29.7001	30.8176	73.3279	79.7651	71.4059	64.9039	32.5659	31.6183	35.8567	29.268
VPS37D	1.44879	1.96281	1.87972	1.5139	2.93482	0.817624	1.25492	2.65223	1.10806	1.1375	0.947416	1.04417	2.25258	2.385033	1.4367	0.844624000854216	0.932131	0.96381	1.64851	2.16551
VPS39	16.810032	20.88731	22.216361	19.702122	20.964273	17.51963	20.48366	20.64495	18.179747	19.895131	15.5787	13.808758	20.96579	21.77257	19.937773	16.419489	13.872525	13.510238	19.02894	19.265168
VPS41	45.6045	51.4399	53.5779	50.8341	53.6346	46.4078	47.847	53.6026	54.3627	60.3772	40.2325	35.0053	59.7651	58.5557	55.209	50.0229	40.4814	47.2764	50.1607	51.15
VPS45	16.3144	18.4759	15.5429	15.6432	13.454	14.8314	14.4064	12.5767	14.877	16.6599	13.8279	13.3415	18.0741	16.4928	14.7132	15.8508	11.3212	11.1939	13.9858	13.2483
VPS4A	38.6083	42.2458	42.8113	45.9541	41.8958	47.1225	48.0433	49.8816	57.041	53.7839	50.4595	44.4237	50.0576	51.2823	48.8933	52.1015	48.0776	51.175	49.2399	47.5835
VPS4B	106.972	120.085	122.392	123.521	127.768	123.641	122.435	120.512	153.595	148.024	124.618	120.624	135.509	138.777	133.937	127.873	85.5553	96.1168	103.07	107.8
VPS51	23.4566	29.1699	31.4445	28.4162	31.4569	33.0803	32.2122	34.5417	26.7892	30.6537	24.4944	20.5727	26.0283	29.3661	26.9621	23.6252	20.0895	21.6424	23.1699	23.8364
VPS52	34.3053	36.2802	36.7223	34.9682	28.5518	31.4605	34.4792	29.222	26.2238	29.328	22.7954	22.0702	35.2659	32.1552	33.51	28.5074	27.2796	29.5785	31.8067	28.5125
VPS53	31.3722	47.9708	46.383	47.6223	41.9278	45.1982	47.4461	61.273	45.9583	44.0508	49.2306	40.3402	42.1875	43.5085	40.5748	37.9014	32.4992	40.504	41.6536	47.8602
VPS54	54.29241	57.0931	54.1211	58.9811	52.2377	47.8136	55.21	58.067	90.7438	82.7543	56.92981	57.5235	73.4451	77.1841	74.0121	71.9561	52.71836	62.1829	66.6948	69.0487
VPS72	56.2796	69.9688	73.7314	64.0358	63.1071	68.2526	68.5784	76.5138	56.6817	61.234	42.0615	39.4116	51.7201	52.7179	51.7649	45.5344	36.0499	43.9867	50.0038	52.1591
VPS8	7.083261	11.7921	10.781517	10.036235	11.045557	9.173821	8.557533	11.6322	10.714846	10.162305	8.244478	6.967199	9.717613	11.034377	9.310758	7.213877	7.082533	8.114632	8.53272	9.37956
VPS9D1	8.86744	13.53103	13.9403271193	10.975860004159	10.835123	11.10109	12.6519	14.956043	10.36816	12.13941	9.244496	8.55616	13.29394	14.730953	13.2352634469	11.588920003674	9.81781	10.52151929987	14.118229	13.63466
VRK1	13.6544	11.01777	15.83062	13.83699	10.50558	13.86328	12.35501	9.274628	4.132218	4.828926	5.704933	4.666694	7.37734	7.19358	7.45436	4.561377	5.920661	4.540297	8.93956	8.284026
VRK2	8.673792	11.42604	14.364499	14.134617	9.02457	8.44688	8.2389	9.86869	7.410049	8.49973	6.38908	5.42034	11.40206	9.71839	10.868951	7.69142	7.60303	9.126642	13.24743	11.531412
VRK3	48.3971	47.116	46.9482	42.5781	38.6204	44.0714	44.8174	40.8243	40.6516	41.5445	34.6557	31.3078	43.8651	49.5576	38.5696	38.5422	27.861	30.8682	36.9671	35.6063
VRTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSIG1	45.08452	30.87278	47.9654	41.95223	54.06172	18.3313	19.9191	31.56967	33.141432	39.86171	24.74832	18.36787	55.99064	58.94648	39.5501	49.58345	4.08971	5.87783	10.136301	17.26139
VSIG10	25.1948	30.1183	38.5727	35.0845	30.6777	32.4843	36.9374	43.357	40.7234	41.42	25.6624	20.7436	28.844	35.6231	39.7358	35.5959	36.2703	58.6895	73.4057	87.4142
VSIG10L	0.743168	1.352545	1.870761	1.19552673	1.553422	1.056601	1.07272895414	2.618738	1.251612	1.217928	2.050725	1.578279	1.442422	1.564832	1.480618	1.116253	1.327218	1.175375	1.755668	3.20867
VSIG2	1.28025	1.60812	3.14307	1.7904	1.98909	1.05091	1.5816	2.11331	0.84955	0.705719	0.740451	0.266443	1.91232	3.04549	2.55311	2.38666	20.9838	7.20686	9.02352	8.8915
VSIG4	0.172233	0.294646	0.196384	0.0798556	0.0472016	0.0472001	0	0	0	0	0.0664815	0.047911	0	0	0.0638275	0.107499	0.0481888	0.221869	0.133145	0.973503
VSIG8	0.257901	0.418247	0.2843326	0.196594	0.19229349	0.115736	0.152181	0.221889	0.542968	0.34193	0.135257	0.227563	0.2625051	0.422178	0.724573	0.657301	0.856796	2.128477	1.539852	1.27274
VSNL1	0.0335293	0.0310215	0.100444	0.0294266	0.146889	0.0347681	0	0.0994195	0	0.0311376	0	0	0.0801118	0.0626677	0.141465	0.0515685	0.320051	0.229577	0.131505	0.179677
VSTM2A	0	0	0	0	0	0	0	0.0268106	0	0	0	0	0	0	0.0257207	0.020819	0.155759	0.0359202	0.143488	0.0391171
VSTM2B	0.486092	0.0786346	0.0913859	0.221227	0.433804	0.13052	0	0.187479	0.328766	0.50306	0.548272	1.17862	0.0501943	0.24088	0.293721	0.197797	0.0442573	0.0820198	0.122324	0
VSTM2L	1.36044	1.24119	1.05133	1.72226	1.02426	2.22525	1.5313	1.89898	0.53921	0.656678	0.0575231	0.0824415	0.234114	0.407692	0.606878	0.652752	4.374	3.98616	1.98578	2.25873
VSTM4	2.39937	2.5047	1.33292	1.35673	1.38747	0.346659	0.422303	0.743918	1.03287	1.2393	0.425042	0.461165	4.1517	5.6757	4.03492	3.13138	2.47678	2.95901	2.97225	3.5535
VSTM5	1.36062	2.92031	3.3986	5.1309	5.47376	2.10336	2.14007	6.84382	5.94798	5.43271	11.7482	9.73406	4.14561	5.2456	4.38854	6.89945	6.03406	13.8366	17.1526	33.1374
VSX1	0.0121693	0	0.0868999	0.0422106	0.0167408	0.0166043	0.043516	0.0711627	0	0	0.0699293	0	0.0381871	0.0546894	0.0447359	0.0379322	0.0339301	0.0156808	0.0312252	0.0343007
VSX2	0.0517055	0.195719	0.184247000885513	0.193531000155727	0.210484000277057	0.234726	0.209483	0.126574	0.133161	0.10976600102455	0.198396	0.106778	0.120149000226954	0.0964186	0.141898000610682	0.138999	0.12441600316256	0.049294400350611	0.19647600102279	0.144512000657149
VTA1	64.73592	66.46528	67.24426	67.22383	69.2832	61.15722	57.97211	58.14733	65.19545	63.79521	60.09116	57.03281	65.21002	62.46493	61.0422	60.35171	48.38319	55.54555	53.37049	53.42315
VTCN1	13.0183	13.3224	24.3319	12.9214	28.9699	18.9635	21.0246	21.2274	9.18903	15.9748	28.4473	24.7658	10.9523	8.56928	8.6141	5.97768	0.593663	1.31167	2.8193	5.85044
VTI1A	12.202294	16.27728	15.879241	16.169016	16.1395	15.186821	13.75719	18.55438	14.95687	14.71472	13.67223	12.64257	14.30296	16.03717	12.6703	10.67789	9.274148	10.177506	12.122084	13.64747
